ind_id,ind_definition,reportyear,race_eth_code,race_eth_name,geotype,geotypevalue,geoname,county_name,county_fips,region_name,region_code,family_type,fam_lt_lw,families,pct_lt_lw,LL_95CI,UL_95CI,se,rse,family_type_decile,CA_RR,livingwage,version
770,Living wage and percent of families with incomes below the living wage,2010,,,CO,6001,Alameda,Alameda,6001,Bay Area,1,Adult1_children,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,CO,6001,Alameda,Alameda,6001,Bay Area,1,Adult2_children,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,562,Alameda city,Alameda,6001,Bay Area,1,MarriedCouple2Children,760,5742,13.2,NA,NA,NA,NA,7,0.53,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,562,Alameda city,Alameda,6001,Bay Area,1,SingleMother2Children,1411,1997,70.7,NA,NA,NA,NA,7,0.92,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,562,Alameda city,Alameda,6001,Bay Area,1,Adult1,,,,NA,NA,NA,NA,,,11.51,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,562,Alameda city,Alameda,6001,Bay Area,1,Adult1_Child1,,,,NA,NA,NA,NA,,,23.22,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,562,Alameda city,Alameda,6001,Bay Area,1,Adult1_Children2,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,562,Alameda city,Alameda,6001,Bay Area,1,Adult1_Children3,,,,NA,NA,NA,NA,,,33.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,562,Alameda city,Alameda,6001,Bay Area,1,Adults2,,,,NA,NA,NA,NA,,,17.38,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,562,Alameda city,Alameda,6001,Bay Area,1,Adult2_Child1,,,,NA,NA,NA,NA,,,21.3,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,562,Alameda city,Alameda,6001,Bay Area,1,Adults2_Children2,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,562,Alameda city,Alameda,6001,Bay Area,1,Adult2_Children3,,,,NA,NA,NA,NA,,,27.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,562,Alameda city,Alameda,6001,Bay Area,1,Adult1_children,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,562,Alameda city,Alameda,6001,Bay Area,1,Adult2_children,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,674,Albany city,Alameda,6001,Bay Area,1,MarriedCouple2Children,374,1922,19.4,NA,NA,NA,NA,6,0.78,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,674,Albany city,Alameda,6001,Bay Area,1,SingleMother2Children,189,511,37,NA,NA,NA,NA,10,0.48,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,674,Albany city,Alameda,6001,Bay Area,1,Adult1,,,,NA,NA,NA,NA,,,11.51,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,674,Albany city,Alameda,6001,Bay Area,1,Adult1_Child1,,,,NA,NA,NA,NA,,,23.22,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,674,Albany city,Alameda,6001,Bay Area,1,Adult1_Children2,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,674,Albany city,Alameda,6001,Bay Area,1,Adult1_Children3,,,,NA,NA,NA,NA,,,33.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,674,Albany city,Alameda,6001,Bay Area,1,Adults2,,,,NA,NA,NA,NA,,,17.38,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,674,Albany city,Alameda,6001,Bay Area,1,Adult2_Child1,,,,NA,NA,NA,NA,,,21.3,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,674,Albany city,Alameda,6001,Bay Area,1,Adults2_Children2,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,674,Albany city,Alameda,6001,Bay Area,1,Adult2_Children3,,,,NA,NA,NA,NA,,,27.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,674,Albany city,Alameda,6001,Bay Area,1,Adult1_children,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,674,Albany city,Alameda,6001,Bay Area,1,Adult2_children,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,MarriedCouple2Children,403,1438,28,NA,NA,NA,NA,4,1.12,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,SingleMother2Children,822,1010,81.4,NA,NA,NA,NA,5,1.06,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,Adult1,,,,NA,NA,NA,NA,,,11.51,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,Adult1_Child1,,,,NA,NA,NA,NA,,,23.22,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,Adult1_Children2,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,Adult1_Children3,,,,NA,NA,NA,NA,,,33.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,Adults2,,,,NA,NA,NA,NA,,,17.38,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,Adult2_Child1,,,,NA,NA,NA,NA,,,21.3,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,Adults2_Children2,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,Adult2_Children3,,,,NA,NA,NA,NA,,,27.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,Adult1_children,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,2980,Ashland CDP,Alameda,6001,Bay Area,1,Adult2_children,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,MarriedCouple2Children,742,5735,12.9,NA,NA,NA,NA,7,0.52,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,SingleMother2Children,1213,1778,68.2,NA,NA,NA,NA,7,0.89,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,Adult1,,,,NA,NA,NA,NA,,,11.51,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,Adult1_Child1,,,,NA,NA,NA,NA,,,23.22,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,Adult1_Children2,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,Adult1_Children3,,,,NA,NA,NA,NA,,,33.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,Adults2,,,,NA,NA,NA,NA,,,17.38,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,Adult2_Child1,,,,NA,NA,NA,NA,,,21.3,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,Adults2_Children2,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,Adult2_Children3,,,,NA,NA,NA,NA,,,27.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,Adult1_children,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,6000,Berkeley city,Alameda,6001,Bay Area,1,Adult2_children,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,MarriedCouple2Children,708,5811,12.2,NA,NA,NA,NA,8,0.49,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,SingleMother2Children,886,1412,62.7,NA,NA,NA,NA,8,0.81,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,Adult1,,,,NA,NA,NA,NA,,,11.51,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,Adult1_Child1,,,,NA,NA,NA,NA,,,23.22,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,Adult1_Children2,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,Adult1_Children3,,,,NA,NA,NA,NA,,,33.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,Adults2,,,,NA,NA,NA,NA,,,17.38,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,Adult2_Child1,,,,NA,NA,NA,NA,,,21.3,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,Adults2_Children2,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,Adult2_Children3,,,,NA,NA,NA,NA,,,27.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,Adult1_children,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,11964,Castro Valley CDP,Alameda,6001,Bay Area,1,Adult2_children,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,MarriedCouple2Children,258,798,32.3,NA,NA,NA,NA,3,1.29,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,SingleMother2Children,308,376,81.8,NA,NA,NA,NA,5,1.06,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,Adult1,,,,NA,NA,NA,NA,,,11.51,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,Adult1_Child1,,,,NA,NA,NA,NA,,,23.22,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,Adult1_Children2,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,Adult1_Children3,,,,NA,NA,NA,NA,,,33.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,Adults2,,,,NA,NA,NA,NA,,,17.38,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,Adult2_Child1,,,,NA,NA,NA,NA,,,21.3,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,Adults2_Children2,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,Adult2_Children3,,,,NA,NA,NA,NA,,,27.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,Adult1_children,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,12902,Cherryland CDP,Alameda,6001,Bay Area,1,Adult2_children,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,20018,Dublin city,Alameda,6001,Bay Area,1,MarriedCouple2Children,150,4305,3.5,NA,NA,NA,NA,9,0.14,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,20018,Dublin city,Alameda,6001,Bay Area,1,SingleMother2Children,248,563,44,NA,NA,NA,NA,10,0.57,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,20018,Dublin city,Alameda,6001,Bay Area,1,Adult1,,,,NA,NA,NA,NA,,,11.51,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,20018,Dublin city,Alameda,6001,Bay Area,1,Adult1_Child1,,,,NA,NA,NA,NA,,,23.22,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,20018,Dublin city,Alameda,6001,Bay Area,1,Adult1_Children2,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,20018,Dublin city,Alameda,6001,Bay Area,1,Adult1_Children3,,,,NA,NA,NA,NA,,,33.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,20018,Dublin city,Alameda,6001,Bay Area,1,Adults2,,,,NA,NA,NA,NA,,,17.38,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,20018,Dublin city,Alameda,6001,Bay Area,1,Adult2_Child1,,,,NA,NA,NA,NA,,,21.3,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,20018,Dublin city,Alameda,6001,Bay Area,1,Adults2_Children2,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,20018,Dublin city,Alameda,6001,Bay Area,1,Adult2_Children3,,,,NA,NA,NA,NA,,,27.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,20018,Dublin city,Alameda,6001,Bay Area,1,Adult1_children,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,20018,Dublin city,Alameda,6001,Bay Area,1,Adult2_children,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,MarriedCouple2Children,83,278,29.9,NA,NA,NA,NA,4,1.2,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,SingleMother2Children,191,196,97.2,NA,NA,NA,NA,2,1.26,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,Adult1,,,,NA,NA,NA,NA,,,11.51,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,Adult1_Child1,,,,NA,NA,NA,NA,,,23.22,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,Adult1_Children2,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,Adult1_Children3,,,,NA,NA,NA,NA,,,33.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,Adults2,,,,NA,NA,NA,NA,,,17.38,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,Adult2_Child1,,,,NA,NA,NA,NA,,,21.3,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,Adults2_Children2,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,Adult2_Children3,,,,NA,NA,NA,NA,,,27.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,Adult1_children,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,22594,Emeryville city,Alameda,6001,Bay Area,1,Adult2_children,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,MarriedCouple2Children,68,627,10.8,NA,NA,NA,NA,8,0.43,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,SingleMother2Children,177,188,94.1,NA,NA,NA,NA,3,1.22,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,Adult1,,,,NA,NA,NA,NA,,,11.51,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,Adult1_Child1,,,,NA,NA,NA,NA,,,23.22,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,Adult1_Children2,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,Adult1_Children3,,,,NA,NA,NA,NA,,,33.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,Adults2,,,,NA,NA,NA,NA,,,17.38,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,Adult2_Child1,,,,NA,NA,NA,NA,,,21.3,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,Adults2_Children2,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,Adult2_Children3,,,,NA,NA,NA,NA,,,27.67,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,Adult1_children,,,,NA,NA,NA,NA,,,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,23350,Fairview CDP,Alameda,6001,Bay Area,1,Adult2_children,,,,NA,NA,NA,NA,,,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,26000,Fremont city,Alameda,6001,Bay Area,1,MarriedCouple2Children,2113,24261,8.7,NA,NA,NA,NA,8,0.35,22.64,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,9,Total,PL,26000,Fremont city,Alameda,6001,Bay Area,1,SingleMother2Children,2044,3160,64.7,NA,NA,NA,NA,8,0.84,26.83,9/29/2013 0:00
770,Living wage and percent of families with incomes below the living wage,2010,,,PL,26000,Fremont city,Alameda,6001,Bay Area,1,Adult1,,,,NA,NA,NA,NA,,,11.51,9/29/2013 0:00
